date, Wind power forecast, Ampirion zonal load forecast,OT
2012/2/2 9:00,1456.5,28082.25,72.91
2012/2/2 10:00,1354.5,28324.5,73.03
2012/2/2 11:00,1323.5,28325,72.88
2012/2/2 12:00,1281.5,28415.75,64.97
2012/2/2 13:00,1298,28419,59
2012/2/2 14:00,1340,28043,56.11
2012/2/2 15:00,1389.5,27631.75,56.91
2012/2/2 16:00,1410.75,27400.5,55.04
2012/2/2 17:00,1388.25,28498,75
2012/2/2 18:00,1365,29595,120
2012/2/2 19:00,1317,29261,99.92
2012/2/2 20:00,1234.75,27639.5,66.23
2012/2/2 21:00,1125,26495.25,56.19
2012/2/2 22:00,1067.5,25581,49.56
2012/2/2 23:00,1036.75,24096.5,44.01
2012/2/3 0:00,928.25,22776.5,45.91
2012/2/3 1:00,878,22184.75,43.8
2012/2/3 2:00,903.25,21902,42.16
2012/2/3 3:00,917,21911.25,42.53
2012/2/3 4:00,983.25,21649.75,42.95
2012/2/3 5:00,980.25,22199.25,42.96
2012/2/3 6:00,1075.75,24837,51.99
2012/2/3 7:00,1164.25,27306,87.92
2012/2/3 8:00,1272.5,28422.25,106.51
2012/2/3 9:00,1346.25,28025,85.8
2012/2/3 10:00,1356,28373,79.96
2012/2/3 11:00,1431.25,28597.75,80.06
2012/2/3 12:00,1388.5,28374.5,67.7
2012/2/3 13:00,1377.75,27615.25,58.32
2012/2/3 14:00,1372,27111.25,54.3
2012/2/3 15:00,1327.25,27043.75,54.19
2012/2/3 16:00,1311.5,26615,58.41
2012/2/3 17:00,1260.75,27871.5,93.36
2012/2/3 18:00,1236,28731.5,111.42
2012/2/3 19:00,1169,28010.25,75.26
2012/2/3 20:00,1170.5,26650.25,57.99
2012/2/3 21:00,1116,25910,50.74
2012/2/3 22:00,1043.5,24362.25,53
2012/2/3 23:00,1007,22669.25,44.28
2012/2/4 0:00,725.25,22138.75,50.74
2012/2/4 1:00,730.25,21405,46
2012/2/4 2:00,738.75,20976,44.52
2012/2/4 3:00,773.5,20369.25,45.2
2012/2/4 4:00,798,19951.75,45.69
2012/2/4 5:00,836.25,19699.25,44.19
2012/2/4 6:00,851.5,19393,42.64
2012/2/4 7:00,837.75,20649.75,44.25
2012/2/4 8:00,791.5,21715.75,46.75
2012/2/4 9:00,708.5,23240.25,53
2012/2/4 10:00,649,24617.75,55.54
2012/2/4 11:00,625.25,24504.75,51.29
2012/2/4 12:00,694,24210.75,48.19
2012/2/4 13:00,704,23602.5,45.22
2012/2/4 14:00,774.25,23288.75,44.23
2012/2/4 15:00,825.75,23254.25,44.94
2012/2/4 16:00,844.5,23052.5,50.91
2012/2/4 17:00,824.75,24350,68.38
2012/2/4 18:00,823.5,25285.5,103.46
2012/2/4 19:00,813,24760,67.13
2012/2/4 20:00,789,23923.25,51.98
2012/2/4 21:00,814.5,23194.75,47.95
2012/2/4 22:00,806,22927.5,47.44
2012/2/4 23:00,766.75,21892.25,43.44
2012/2/5 0:00,799,20076.5,44.27
2012/2/5 1:00,841.75,19298.75,42.88
2012/2/5 2:00,913.75,18759.25,41.31
2012/2/5 3:00,949.75,18226.75,41.12
2012/2/5 4:00,987.75,17962.75,41.24
2012/2/5 5:00,1054.75,17791.75,40.69
2012/2/5 6:00,1088.75,17166.25,40.45
2012/2/5 7:00,1127.5,17658,40.58
2012/2/5 8:00,1157.75,18373.75,40.56
2012/2/5 9:00,1141.5,19559.25,43.18
2012/2/5 10:00,1117.5,21283.75,42.83
2012/2/5 11:00,1085.5,22267.5,42.83
2012/2/5 12:00,1044.25,22647,41.11
2012/2/5 13:00,1039.5,22402.25,39.32
2012/2/5 14:00,1069,22097,39.09
2012/2/5 15:00,1138,21884.75,41.53
2012/2/5 16:00,1247.75,21497,43.34
2012/2/5 17:00,1360.5,22674,51.93
2012/2/5 18:00,1519.75,23850,58.95
2012/2/5 19:00,1611.5,23771.5,52.91
2012/2/5 20:00,1676.25,23362.25,48.84
2012/2/5 21:00,1657.75,23442.25,45.65
2012/2/5 22:00,1610.5,23770,51.94
2012/2/5 23:00,1547.25,22398.25,47.37
2012/2/6 0:00,1134.5,20837.25,47.09
2012/2/6 1:00,1077.25,20261.5,42.4
2012/2/6 2:00,1026.25,19878.5,42
2012/2/6 3:00,954.25,19738,40.2
2012/2/6 4:00,889.75,19956.5,42.43
2012/2/6 5:00,868,21161.25,44.52
2012/2/6 6:00,853,24347.75,58
2012/2/6 7:00,871.75,27370.5,100.31
2012/2/6 8:00,875.5,27638,120
2012/2/6 9:00,820.25,27680.25,108.54
2012/2/6 10:00,762,28868,101.64
2012/2/6 11:00,725.75,29529.5,90.92
2012/2/6 12:00,698,29616.5,79.93
2012/2/6 13:00,682.5,29607.75,79.6
2012/2/6 14:00,718.75,29232.5,73.97
2012/2/6 15:00,758.75,28994.5,73.78
2012/2/6 16:00,846.5,28196.75,84.98
2012/2/6 17:00,936.75,28849,105.71
2012/2/6 18:00,1027.25,29691.5,142.91
2012/2/6 19:00,1115.5,29134.25,124.78
2012/2/6 20:00,1136.75,28171.75,100.09
2012/2/6 21:00,1119,27593,71.59
2012/2/6 22:00,1080.5,26626.25,65.27
2012/2/6 23:00,1063,24685.25,54.06
2012/2/7 0:00,782.5,23384.5,53.54
2012/2/7 1:00,783,22558.5,51.8
2012/2/7 2:00,781.75,21874.75,46.96
2012/2/7 3:00,816,21591.5,45.07
2012/2/7 4:00,854.5,21593.75,45
2012/2/7 5:00,929.75,22687.25,47.02
2012/2/7 6:00,1039.25,25402.5,66.96
2012/2/7 7:00,1142,28154.25,120.03
2012/2/7 8:00,1206.5,27687,120
2012/2/7 9:00,1265.25,27763.25,115
2012/2/7 10:00,1323.75,29575.5,99.3
2012/2/7 11:00,1477.75,29738.75,95.93
2012/2/7 12:00,1686.75,29892,95.91
2012/2/7 13:00,1897.5,29700,84.27
2012/2/7 14:00,2134.25,29430.25,69.91
2012/2/7 15:00,2295.5,28895.75,68.06
2012/2/7 16:00,2381.5,28130.25,72.75
2012/2/7 17:00,2440.5,28568.25,100
2012/2/7 18:00,2502,29969.5,125.07
2012/2/7 19:00,2587.5,29525.5,100.05
2012/2/7 20:00,2637.25,28517.25,85.04
2012/2/7 21:00,2642.75,27845.75,61.38
2012/2/7 22:00,2604,26935.75,59.11
2012/2/7 23:00,2540.25,25219,46.77
2012/2/8 0:00,2390.25,24131.75,44.43
2012/2/8 1:00,2304.75,23387,43.17
2012/2/8 2:00,2245.5,22717.75,42.48
2012/2/8 3:00,2191.75,22567.75,42.62
2012/2/8 4:00,2156.75,22477.25,44.4
2012/2/8 5:00,2104.25,23291.75,45.74
2012/2/8 6:00,2017.75,25973.75,64.98
2012/2/8 7:00,1945.5,28375,119.93
2012/2/8 8:00,1826.25,28714.25,156
2012/2/8 9:00,1684,28813.25,124.96
2012/2/8 10:00,1558,29373,107.52
2012/2/8 11:00,1413.5,29502.25,111.88
2012/2/8 12:00,1289.75,29693,100.5
2012/2/8 13:00,1163.25,29512.75,100.08
2012/2/8 14:00,1127.5,29273.5,99.91
2012/2/8 15:00,1127,28740.25,105.51
2012/2/8 16:00,1138,28032.5,121.12
2012/2/8 17:00,1120.25,28507.25,151.88
2012/2/8 18:00,1094.75,29931,210
2012/2/8 19:00,1053.5,29579.5,169.9
2012/2/8 20:00,995.75,28425.25,136.03
2012/2/8 21:00,911.5,27704,94.89
2012/2/8 22:00,860.25,26884.75,79.71
2012/2/8 23:00,863.25,25211.5,57.94
2012/2/9 0:00,816.25,23861.5,55.07
2012/2/9 1:00,911.75,23151.5,51.05
2012/2/9 2:00,1056.25,22459.25,43.47
2012/2/9 3:00,1227.25,22140.5,42.44
2012/2/9 4:00,1450.25,21807,43.46
2012/2/9 5:00,1739,22713.25,45.16
2012/2/9 6:00,2052.25,26129.5,60.4
2012/2/9 7:00,2335.5,28413.25,104.37
2012/2/9 8:00,2623,28955.75,94.9
2012/2/9 9:00,2953.25,28840.25,86.4
2012/2/9 10:00,3251,28962.25,100.31
2012/2/9 11:00,3515,29161.25,81.08
2012/2/9 12:00,3648,29145.5,77.1
2012/2/9 13:00,3670.5,29649.5,73.8
2012/2/9 14:00,3700.5,29632,69.91
2012/2/9 15:00,3562,29537.25,71.24
2012/2/9 16:00,3369.5,28876,68.91
2012/2/9 17:00,3108,29335.25,101.36
2012/2/9 18:00,2860.75,30367.5,169.9
2012/2/9 19:00,2646.25,29886.5,121.01
2012/2/9 20:00,2370.75,28620.5,86.78
2012/2/9 21:00,2115,28037.75,67.43
2012/2/9 22:00,1876,26938.25,65.06
2012/2/9 23:00,1640.25,25357.25,55.08
2012/2/10 0:00,1764,24066.75,45.59
2012/2/10 1:00,1563.5,23355.25,45.18
2012/2/10 2:00,1392.75,22406.25,44.9
2012/2/10 3:00,1277.25,22024.25,45.13
2012/2/10 4:00,1177.5,21916.75,46.2
2012/2/10 5:00,1082.25,22862.5,49.57
2012/2/10 6:00,1008.25,26190.5,60.03
2012/2/10 7:00,965,28621.75,183.49
2012/2/10 8:00,906.25,29544,175.55
2012/2/10 9:00,827.5,29633.75,124.96
2012/2/10 10:00,809.5,30063.75,105
2012/2/10 11:00,790,30056.5,90.46
2012/2/10 12:00,822,29813.25,85.82
2012/2/10 13:00,887,29743.25,74.47
2012/2/10 14:00,919,29195.5,60.18
2012/2/10 15:00,958.75,28463,60
2012/2/10 16:00,951.75,27596,69.96
2012/2/10 17:00,964.75,28538.25,110.41
2012/2/10 18:00,995,29533.25,158.33
2012/2/10 19:00,994.5,29166.75,101.04
2012/2/10 20:00,947,27766,69.92
2012/2/10 21:00,866.5,27050.5,59.94
2012/2/10 22:00,850,26407.5,60.73
2012/2/10 23:00,793.5,24624,52.6
2012/2/11 0:00,817,23400.75,50.29
2012/2/11 1:00,744.75,22462.75,45.14
2012/2/11 2:00,722,21634.25,43.16
2012/2/11 3:00,688.75,21216.5,42.29
2012/2/11 4:00,688.5,20973.75,42.07
2012/2/11 5:00,681.75,20698.75,42.01
2012/2/11 6:00,663.75,20277,40.42
2012/2/11 7:00,647,21111,41.84
2012/2/11 8:00,632.75,22721.75,47.46
2012/2/11 9:00,563,24370.75,56.99
2012/2/11 10:00,542,25356.5,65.29
2012/2/11 11:00,550,25772.5,59.68
2012/2/11 12:00,590.5,25559.5,52.93
2012/2/11 13:00,634.75,25176,49.31
2012/2/11 14:00,695.5,24692.75,43.03
2012/2/11 15:00,739,24419.25,44.01
2012/2/11 16:00,738.75,24238.5,50.19
2012/2/11 17:00,745.5,25120,67.45
2012/2/11 18:00,710.5,26525.75,95.2
2012/2/11 19:00,658.25,25975.5,80.01
2012/2/11 20:00,608.5,24574.25,66.93
2012/2/11 21:00,567.75,24089.25,51.99
2012/2/11 22:00,533.5,23921.25,53.8
2012/2/11 23:00,501.5,22910.75,45.14
2012/2/12 0:00,476.25,21677.75,45.2
2012/2/12 1:00,498.5,20915.75,42.68
2012/2/12 2:00,571.5,20566.25,39.93
2012/2/12 3:00,646.25,19845.75,40.84
2012/2/12 4:00,712,19655,39.28
2012/2/12 5:00,785.75,19107.5,38.49
2012/2/12 6:00,891.75,18165.75,36.33
2012/2/12 7:00,1001.75,18184,36.12
2012/2/12 8:00,1128.25,19428.25,36.79
2012/2/12 9:00,1228.25,21106.75,37.14
2012/2/12 10:00,1299.5,22200.25,37.77
2012/2/12 11:00,1312.5,23157.75,38.49
2012/2/12 12:00,1381.5,23236.5,38.63
2012/2/12 13:00,1462.75,22820.25,36.99
2012/2/12 14:00,1528.75,22372.5,36.77
2012/2/12 15:00,1567.75,21942.75,37.45
2012/2/12 16:00,1556.75,21496.25,36.91
2012/2/12 17:00,1542.75,22179.5,45.59
2012/2/12 18:00,1547.75,24048.75,62.23
2012/2/12 19:00,1524.25,24123.75,66.91
2012/2/12 20:00,1470.75,23359.25,49.98
2012/2/12 21:00,1413,23056.5,45.99
2012/2/12 22:00,1286.25,23586,50
2012/2/12 23:00,1191.5,22419,43.43
2012/2/13 0:00,1162,21018.25,42.53
2012/2/13 1:00,1029,20173,40.04
2012/2/13 2:00,914,19928.5,40.09
2012/2/13 3:00,816.5,19932.5,40.14
2012/2/13 4:00,753.75,20265.25,41.36
2012/2/13 5:00,716,21447,42.79
2012/2/13 6:00,688.5,24613.5,54.94
2012/2/13 7:00,682,26551.75,85.17
2012/2/13 8:00,680.75,27299.25,110.84
2012/2/13 9:00,671.5,27838.5,128.14
2012/2/13 10:00,683,28498.25,133.88
2012/2/13 11:00,705.75,29138,124.96
2012/2/13 12:00,760.25,29344.75,113
2012/2/13 13:00,852.5,29227.75,108.87
2012/2/13 14:00,968,28966.25,103.65
2012/2/13 15:00,1047.5,28663.5,87.93
2012/2/13 16:00,1117.75,27945.25,87.61
2012/2/13 17:00,1206,28268.5,98.93
2012/2/13 18:00,1296.5,29329.75,138.71
2012/2/13 19:00,1387,28925.75,127.13
2012/2/13 20:00,1445.25,27263.75,89.76
2012/2/13 21:00,1470.75,26257.25,68.04
2012/2/13 22:00,1523.25,25405,62.9
2012/2/13 23:00,1525.25,23753.5,54.83
2012/2/14 0:00,908.75,22836.5,49.01
2012/2/14 1:00,873.5,21972.5,47.96
2012/2/14 2:00,862.5,21957.25,45.07
2012/2/14 3:00,879.5,21913.5,43.09
2012/2/14 4:00,892,22134.5,39.91
2012/2/14 5:00,879.5,23384.75,43.99
2012/2/14 6:00,905,26449.5,64.31
2012/2/14 7:00,919.5,28434.5,86.12
2012/2/14 8:00,980,29202.25,87.83
2012/2/14 9:00,1039.25,29406.75,88.52
2012/2/14 10:00,1126.5,29692.75,83.2
2012/2/14 11:00,1184,30231.5,81.37
2012/2/14 12:00,1343.75,30117.25,76
2012/2/14 13:00,1462.5,30235,74.3
2012/2/14 14:00,1658.75,30013.5,71.76
2012/2/14 15:00,1852.25,29762.25,68.1
2012/2/14 16:00,2208.25,29071.5,63.4
2012/2/14 17:00,2673.5,29224,76
2012/2/14 18:00,3228,30388,97.41
2012/2/14 19:00,3941.25,29806.25,74.06
2012/2/14 20:00,4683,28265.75,52.75
2012/2/14 21:00,5435.75,27401.5,44.94
2012/2/14 22:00,6157.75,26514.75,39.86
2012/2/14 23:00,6823.5,24466.5,34
2012/2/15 0:00,7092,22955.75,33.51
2012/2/15 1:00,7750,22272.75,16.89
2012/2/15 2:00,8182.75,21959.75,16.86
2012/2/15 3:00,8513.5,21949.5,14.97
2012/2/15 4:00,8614,22046,13.33
2012/2/15 5:00,8513.5,23268.75,16.87
2012/2/15 6:00,8219.5,26364.5,36.29
2012/2/15 7:00,7931,28474.5,41.79
2012/2/15 8:00,7726.75,29310.25,42.2
2012/2/15 9:00,7788,29533.5,40.56
2012/2/15 10:00,7945.5,29765.75,40.08
2012/2/15 11:00,8210,30420,39
2012/2/15 12:00,8435.25,30333.75,38.51
2012/2/15 13:00,8517.5,30474,38.12
2012/2/15 14:00,8432.75,30325.5,37.91
2012/2/15 15:00,8232.25,30008.25,38.11
2012/2/15 16:00,7908,29408.25,38.42
2012/2/15 17:00,7452.75,29446,44.08
2012/2/15 18:00,7085.5,30579,55.91
2012/2/15 19:00,6754.5,29892,55.87
2012/2/15 20:00,6433.25,28325.75,42.26
2012/2/15 21:00,6016.25,27260.5,41.14
2012/2/15 22:00,5510,26380,42.23
2012/2/15 23:00,5002.75,24347.25,38.54
2012/2/16 0:00,3573.75,22663.5,41.02
2012/2/16 1:00,3100.75,21920,40.54
2012/2/16 2:00,2679.75,21336.75,40.25
2012/2/16 3:00,2306,21118.75,40.95
2012/2/16 4:00,1991,20841.25,40.56
2012/2/16 5:00,1742,21881.75,42.94
2012/2/16 6:00,1528.25,25226.75,51.05
2012/2/16 7:00,1331.25,27254,64.3
2012/2/16 8:00,1212.5,28218,80.06
2012/2/16 9:00,1105.25,28696,77.03
2012/2/16 10:00,1061.5,28934.75,71.14
2012/2/16 11:00,1080.75,29473.5,68.76
2012/2/16 12:00,1136.75,29561.5,58.08
2012/2/16 13:00,1252.75,29547,54.98
2012/2/16 14:00,1419,29327.5,51.81
2012/2/16 15:00,1633.25,28859,52.08
2012/2/16 16:00,1843.25,28588.5,51.63
2012/2/16 17:00,2108.25,28908.5,60.99
2012/2/16 18:00,2335,29865,82.31
2012/2/16 19:00,2661,29341,60.08
2012/2/16 20:00,2990.5,27496.25,52
2012/2/16 21:00,3359.75,26653.25,47.13
2012/2/16 22:00,3696,25775.5,44.99
2012/2/16 23:00,4030.75,24503,42.62
2012/2/17 0:00,4243,23206,38
2012/2/17 1:00,4417,22736,34.82
2012/2/17 2:00,4509.75,22267.25,34.56
2012/2/17 3:00,4536.25,22062,35.05
2012/2/17 4:00,4516.75,22047.5,35.59
2012/2/17 5:00,4431,22649.25,36.5
2012/2/17 6:00,4322,25739.75,41.1
2012/2/17 7:00,4140.75,27699.75,46.94
2012/2/17 8:00,3916.75,28178.75,50.16
2012/2/17 9:00,3722.5,28243,53.05
2012/2/17 10:00,3624.25,28531.75,61.98
2012/2/17 11:00,3616,28862.75,58.67
2012/2/17 12:00,3627.75,29308.5,54.86
2012/2/17 13:00,3549,29065,49.77
2012/2/17 14:00,3371.5,28558.25,45.17
2012/2/17 15:00,3143.5,28024.75,44
2012/2/17 16:00,2845,27565,43.9
2012/2/17 17:00,2598.25,27797.25,54.86
2012/2/17 18:00,2355,28966.75,72.2
2012/2/17 19:00,2164.75,28216,65.44
2012/2/17 20:00,1999.5,26778,51.92
2012/2/17 21:00,1868,25736.75,51.54
2012/2/17 22:00,1814.5,24982.25,46.91
2012/2/17 23:00,1811,23899,46.64
2012/2/18 0:00,1946.25,22617,52.44
2012/2/18 1:00,1985.75,21837.25,43.95
2012/2/18 2:00,2048,20928.5,43
2012/2/18 3:00,2137.25,20716.75,39.75
2012/2/18 4:00,2256,20764.5,37.1
2012/2/18 5:00,2346.25,20174.75,35.53
2012/2/18 6:00,2507.75,19735.25,34.96
2012/2/18 7:00,2679,20308.25,39.07
2012/2/18 8:00,2962,22097.75,47.77
2012/2/18 9:00,3256,23531.5,54.7
2012/2/18 10:00,3570.5,24311.25,54.44
2012/2/18 11:00,3922.5,24717.5,52.48
2012/2/18 12:00,4323.75,25087,49.91
2012/2/18 13:00,4623.75,24499,38.2
2012/2/18 14:00,4895.25,23925.5,36.17
2012/2/18 15:00,5082.75,23594.75,34.97
2012/2/18 16:00,5247.25,23360,37.86
2012/2/18 17:00,5403.75,23701.25,47.46
2012/2/18 18:00,5609.5,25417.25,52.08
2012/2/18 19:00,5814.75,24584.75,38.34
2012/2/18 20:00,5893.25,22881.75,38.17
2012/2/18 21:00,5782,21844,34.08
2012/2/18 22:00,5577.5,22005.5,35.2
2012/2/18 23:00,5462.75,21006.25,32.66
2012/2/19 0:00,5636.25,20316.75,28.95
2012/2/19 1:00,5604.75,19343,18.82
2012/2/19 2:00,5498.75,18855,18.07
2012/2/19 3:00,5476,18959.5,17.47
2012/2/19 4:00,5314.5,18989,17.45
2012/2/19 5:00,5156,18542,19.19
2012/2/19 6:00,4919.25,17611.75,15.95
2012/2/19 7:00,4838.75,17288.25,18.07
2012/2/19 8:00,4979.5,18433.25,29.09
2012/2/19 9:00,5220.5,20312.25,34.17
2012/2/19 10:00,5558.25,21575,35.05
2012/2/19 11:00,5927,22589.75,38.84
2012/2/19 12:00,6158.25,23182.25,28.62
2012/2/19 13:00,6169,22790.25,14.67
2012/2/19 14:00,6020.75,22219.75,15.28
2012/2/19 15:00,5772.5,21917.5,15.9
2012/2/19 16:00,5405,21385.25,25.51
2012/2/19 17:00,5121.5,21322.75,44.4
2012/2/19 18:00,4787,22820,51.72
2012/2/19 19:00,4559.5,22379.5,49.28
2012/2/19 20:00,4395.25,21236.5,43.57
2012/2/19 21:00,4208.75,21031,35.94
2012/2/19 22:00,4025.5,21396.25,38.81
2012/2/19 23:00,3854.75,20013.75,35.07
2012/2/20 0:00,2885.5,18647.5,35.34
2012/2/20 1:00,2716,18315,35.19
2012/2/20 2:00,2562.75,18221,34.63
2012/2/20 3:00,2427.75,18632.75,35.19
2012/2/20 4:00,2293.75,18930.25,35.96
2012/2/20 5:00,2088.5,19666,39.44
2012/2/20 6:00,1942,21420.75,70.94
2012/2/20 7:00,1827,23102.5,89.52
2012/2/20 8:00,1722,23715,60.83
2012/2/20 9:00,1594,24779.25,55.98
2012/2/20 10:00,1534,25436.5,49.85
2012/2/20 11:00,1537.25,26236.75,49.87
2012/2/20 12:00,1563,26710,45.8
2012/2/20 13:00,1570.5,26259.25,44.41
2012/2/20 14:00,1621.25,25431.75,44.17
2012/2/20 15:00,1644.5,24628.5,47.43
2012/2/20 16:00,1701.5,24828.5,49.21
2012/2/20 17:00,1841.25,25131.5,61.28
2012/2/20 18:00,2107.5,25997.75,86.6
2012/2/20 19:00,2519,25700.25,68.67
2012/2/20 20:00,2975.5,24477.5,54.91
2012/2/20 21:00,3434.25,24206.5,44.78
2012/2/20 22:00,3824,23493.5,40.45
2012/2/20 23:00,4179.75,21770,34.85
2012/2/21 0:00,4788.5,19828.5,37.61
2012/2/21 1:00,5028.5,18999,35.46
2012/2/21 2:00,5240.25,19313.25,31.25
2012/2/21 3:00,5451.5,19565,31.06
2012/2/21 4:00,5635.25,20225.75,32
2012/2/21 5:00,5781.25,20872.25,32.24
2012/2/21 6:00,5892,23305,37.42
2012/2/21 7:00,5973.25,25319.25,39.65
2012/2/21 8:00,6052.5,26074,44.01
2012/2/21 9:00,6104.5,26746,40.7
2012/2/21 10:00,6098.75,27539,38.93
2012/2/21 11:00,6029.5,28488.75,38.86
2012/2/21 12:00,5864.5,28436.25,37.27
2012/2/21 13:00,5629.5,28032,37.89
2012/2/21 14:00,5277.25,27308.75,39.46
2012/2/21 15:00,4918.75,26769,49.93
2012/2/21 16:00,4475.5,26508,46.2
2012/2/21 17:00,4127.5,26694.75,51.5
2012/2/21 18:00,3869,27916.5,73.86
2012/2/21 19:00,3728.5,27573.75,75.8
2012/2/21 20:00,3662.75,25650.5,57.58
2012/2/21 21:00,3626.75,24761.75,46.26
2012/2/21 22:00,3587.75,23771,48.17
2012/2/21 23:00,3588.25,22024.75,43.76
2012/2/22 0:00,3161.75,21032,39.46
2012/2/22 1:00,3143.25,20486.75,38.08
2012/2/22 2:00,3150.5,20428.5,36.86
2012/2/22 3:00,3167.25,21194.75,37.44
2012/2/22 4:00,3208.25,21853,38.61
2012/2/22 5:00,3261.5,22625,39.42
2012/2/22 6:00,3357,25499.75,47.7
2012/2/22 7:00,3462,27447.5,55.06
2012/2/22 8:00,3596.25,28030.5,57.91
2012/2/22 9:00,3749.5,28177.25,53.07
2012/2/22 10:00,3907.75,28468.25,52.04
2012/2/22 11:00,4176.25,28874,45.1
2012/2/22 12:00,4453,28864.25,39.25
2012/2/22 13:00,4673.5,28621.25,38.67
2012/2/22 14:00,4803.75,28225.75,37.61
2012/2/22 15:00,4842.25,27811,39.47
2012/2/22 16:00,4902.25,27148.75,42.39
2012/2/22 17:00,5074.5,27484.75,52.91
2012/2/22 18:00,5462.25,28735.5,55.1
2012/2/22 19:00,5958,28418.5,50.94
2012/2/22 20:00,6559.25,26547.75,47.31
2012/2/22 21:00,7099.5,25948,41.09
2012/2/22 22:00,7602.5,25015.5,37.17
2012/2/22 23:00,8019.5,23333.5,28.4
2012/2/23 0:00,8545,21771,14.48
2012/2/23 1:00,8742.75,21243.5,12.64
2012/2/23 2:00,8770.25,20923.75,14.45
2012/2/23 3:00,8685.75,21399.75,20.58
2012/2/23 4:00,8431.25,21781,20.62
2012/2/23 5:00,8023.5,22554.5,28.02
2012/2/23 6:00,7610.75,25430.25,36.06
2012/2/23 7:00,7211.5,27290,44.16
2012/2/23 8:00,6829.75,27946,43.13
2012/2/23 9:00,6558,28144.5,44.94
2012/2/23 10:00,6417.5,28466.25,46.54
2012/2/23 11:00,6301.5,29004.25,52.9
2012/2/23 12:00,6198.25,29029.25,53.19
2012/2/23 13:00,6029.75,28836,54.93
2012/2/23 14:00,5778.5,28460.5,52.85
2012/2/23 15:00,5378.25,28072.5,52.8
2012/2/23 16:00,4975.75,27415.75,47.66
2012/2/23 17:00,4609.25,27541,52.88
2012/2/23 18:00,4396,28617.25,72.21
2012/2/23 19:00,4310.75,28166,57.97
2012/2/23 20:00,4424.25,26208.5,45.12
2012/2/23 21:00,4607.5,25507,40.9
2012/2/23 22:00,4845,24604,40.87
2012/2/23 23:00,5071.5,22924.5,34.72
2012/2/24 0:00,5852.25,21472,33.67
2012/2/24 1:00,6055.75,20943.25,29.46
2012/2/24 2:00,6217,20402,27.75
2012/2/24 3:00,6343.25,20576,27.75
2012/2/24 4:00,6391.25,20726.5,29.1
2012/2/24 5:00,6405.25,21299.25,33.75
2012/2/24 6:00,6354.5,23910.75,44.93
2012/2/24 7:00,6360.25,25871,48.5
2012/2/24 8:00,6377.25,26570.25,52.81
2012/2/24 9:00,6484.5,26905.25,52.9
2012/2/24 10:00,6556.5,27661.75,51.84
2012/2/24 11:00,6645.75,28057.25,51.87
2012/2/24 12:00,6711.75,27896.75,49.91
2012/2/24 13:00,6731.25,27677.5,47.18
2012/2/24 14:00,6658.5,27469.75,45.42
2012/2/24 15:00,6541,27195.5,45.75
2012/2/24 16:00,6278.25,26634.25,44
2012/2/24 17:00,6016.75,26555.75,50.73
2012/2/24 18:00,5695.5,27339.5,57.99
2012/2/24 19:00,5498.5,26793.5,58.67
2012/2/24 20:00,5360.75,25578,53.06
2012/2/24 21:00,5276.75,24850.5,49.86
2012/2/24 22:00,5171.75,24107.75,48.84
2012/2/24 23:00,5122.25,22320.25,39
2012/2/25 0:00,5139.5,20590,34.14
2012/2/25 1:00,5022.5,19868.5,35.07
2012/2/25 2:00,5002.5,19449.25,35.06
2012/2/25 3:00,5086.25,19266.25,36.02
2012/2/25 4:00,5136,19286,35.49
2012/2/25 5:00,5169,19076.25,36.42
2012/2/25 6:00,5164.25,18876.5,35.02
2012/2/25 7:00,5219.5,19661,35.24
2012/2/25 8:00,5392.5,21196,42.81
2012/2/25 9:00,5673.5,22629,44.82
2012/2/25 10:00,5996.25,23504.5,44.11
2012/2/25 11:00,6290,24118.5,40.74
2012/2/25 12:00,6481,23795.5,33.8
2012/2/25 13:00,6439.75,23085,31.32
2012/2/25 14:00,6275,22749.75,34.07
2012/2/25 15:00,5991.25,22384.75,36.8
2012/2/25 16:00,5659.25,22408.75,41.76
2012/2/25 17:00,5256.5,23072.5,45
2012/2/25 18:00,4814.5,24433.75,59.73
2012/2/25 19:00,4524.5,24059.5,56.23
2012/2/25 20:00,4277.5,23282.5,44.66
2012/2/25 21:00,4054.75,22743.5,40.74
2012/2/25 22:00,3856.25,22588.75,49.38
2012/2/25 23:00,3698.75,21448.25,38.76
2012/2/26 0:00,3576.25,19606.5,32.81
2012/2/26 1:00,3298,18551.25,31.45
2012/2/26 2:00,3028.25,18202.75,30.28
2012/2/26 3:00,2796.25,18534.5,30.64
2012/2/26 4:00,2557.75,18376.5,31.79
2012/2/26 5:00,2341.75,18050.75,32.97
2012/2/26 6:00,2170.75,17141.25,31.93
2012/2/26 7:00,2042,16864.5,31.44
2012/2/26 8:00,1937.25,18095.75,34.12
2012/2/26 9:00,1845.5,19738.25,37.52
2012/2/26 10:00,1748.25,20826,42.54
2012/2/26 11:00,1633.5,21802.25,50.35
2012/2/26 12:00,1493,21351.75,51.23
2012/2/26 13:00,1378.75,20338,46.15
2012/2/26 14:00,1292.25,20138.75,43.28
2012/2/26 15:00,1220.75,19795.25,40.22
2012/2/26 16:00,1108.75,19368.5,38.2
2012/2/26 17:00,973,19905.5,43.14
2012/2/26 18:00,851.25,21249.75,55
2012/2/26 19:00,778,21337.25,66.78
2012/2/26 20:00,714.25,20654.25,61.82
2012/2/26 21:00,668.75,20591.25,55.14
2012/2/26 22:00,647.5,21375.75,56.6
